latitude,longitude,radius_km,name
35.6176597,139.6763042,2.5,都立大学駅
35.631698,139.70664799999997,1.5,目黒寄生虫館
35.637159,139.690746,1.55,祐天寺駅
35.6586634,139.68449069999997,0.5,駒場東大前駅
35.660829,139.67921339999998,0.6,日本民藝館
35.6528487,139.68812630000002,0.6,上目黒氷川神社
35.6486657,139.6928951,0.5,ドン・キホーテ中目黒本店
